Paper,Unit,Unit Name,Sub-Topic/Thinker,Directive,Question Text,Year,Marks,1. INTRO (Max 40 words),2. BODY SKELETON (5-6 Bullet Points),3. CONCLUSION (Max 40 words)
Paper I,10,Human growth and Development,Somatotype,"Why, Elaborate",Why Heath and Carter used anthropometric measurements instead of photographs of an individual to assess the somatotype? Elaborate their method.,2022,20,,,
Paper I,10,Human growth and Development,Pre-natal development,Short Note,Stages of human pre-natal development.,2022,10,,,
Paper I,10,Human growth and Development,Adolescent growth,Short Note,Human adolescent growth spurt.,2021,10,,,
Paper I,10,Human growth and Development,Theories of aging,Discuss,Discuss the physiological and evolutionary theories of aging.,2021,15,,,
Paper I,10,Human growth and Development,Secular trend,Illustrate,Secular trend in human growth can be positive negative or neutral. Illustrate with examples.,2020,20,,,
Paper I,10,Human growth and Development,Senescence,Short Note,Senescence.,2020,10,,,
Paper I,10,Human growth and Development,Genetico-environmental factors,Short Note,Genetico-environmental factors affecting human growth.,2019,10,,,
Paper I,10,Human growth and Development,Growth study methods,Discuss,Discuss the methods of studying human growth with their merits and demerits.,"2019, 2017",15,,,
Paper I,10,Human growth and Development,Senescence,Short Note,Issues of Elderly and Senescence in Developing and Developed Countries.,2018,10,,,
Paper I,10,Human growth and Development,Somatotyping,Discuss,Discuss Sheldon's method of somatotyping.,2017,15,,,
Paper I,10,Human growth and Development,Factors affecting growth,Discuss,Discuss different factors affecting growth and development in human beings.,2016,20,,,
Paper I,10,Human growth and Development,Somatotyping,"What, Describe",What is an Anthropometric Somatotype? Describe Heath & Carter's method of Somatotyping.,2015,20,,,
Paper I,10,Human growth and Development,Growth study methods,Short Note,Longitudinal method of studying growth.,2015,10,,,
Paper I,10,Human growth and Development,Stages of Growth,"What, Describe",What are the different stages of Growth? Describe any one of them in detail.,2014,20,,,
Paper I,10,Human growth and Development,Ageing,"Discuss, Describe",Discuss Ageing and Senescence. Describe either the biological or social theories of Ageing.,2014,20,,,
Paper I,10,Human growth and Development,Growth study methods,Short Note,Cross-sectional methods of studying human growth.,2014,10,,,
Paper I,10,Human growth and Development,Factors affecting growth,Justify,"Justify ""Though human growth is under tight genetic control but it is influenced by various environmental factors.""",-,15,,,
Paper I,10,Human growth and Development,Growth vs Development,Short Note,Differentiation between Child Growth and Development.,-,10,,,
Paper I,11,Bio-events to Fertility,Menopause,Short Note,Menopausal symptoms.,2023,10,,,
Paper I,11,Bio-events to Fertility,Age at menarche,Critically evaluate,Critically evaluate the reasons of reduction in age at menarche in human females over the successive generations.,2022,15,,,
Paper I,11,Bio-events to Fertility,Age at menarche,Short Note,Age at menarche.,2017,10,,,
Paper I,11,Bio-events to Fertility,Menopause,Short Note,Menopause and its impact.,2015,10,,,
Paper I,11,Bio-events to Fertility,Bio events to fertility,Discuss,"Discuss the relevance of menarche, menopause & other bio events to fertility.",2014,15,,,
Paper I,11,Bio-events to Fertility,Fertility,Short Note,Bio-events of fertility.,-,10,,,
Paper I,11,Bio-events to Fertility,Demographic theories,Discuss,Discuss the contemporary population problems in the light of various socio-cultural demographic theories.,2022,20,,,
Paper I,11,Bio-events to Fertility,Demographic transition,Short Note,Demographic transition.,-,10,,,
Paper I,11,Bio-events to Fertility,Determinants of fertility,Discuss,Discuss the bio-social determinants of fertility and fecundity.,2021,15,,,
Paper I,11,Bio-events to Fertility,Fecundity and fertility,Discuss,Discuss the biological factors influencing fertility in light of the relationship between fecundity and fertility.,2019,15,,,
Paper I,11,Bio-events to Fertility,Factors affecting fertility/mortality,Describe,Describe the biological and socio-ecological factors affecting fertility and mortality.,2017,15,,,
Paper I,11,Bio-events to Fertility,Fecundity,"Define, Explain",Define fecundity and explain major factors affecting fecundity in Indian populations.,2018,15,,,
Paper I,11,Bio-events to Fertility,Fecundity vs fertility,"Distinguish, Discuss",Distinguish between the terms fecundity and fertility. Are the factors influencing them distinguishable? Discuss.,-,20,,,
Paper I,12,Applications of Anthropology,Forensic anthropology,Discuss,Discuss the applications of forensic anthropology with suitable examples.,2024,15,,,
Paper I,12,Applications of Anthropology,DNA technology,Describe,Describe the practical applications of DNA technology in the current scenario.,2023,15,,,
Paper I,12,Applications of Anthropology,Personal identification,Discuss,Discuss various methods of personal identification based on skeletal remains.,2023,15,,,
Paper I,12,Applications of Anthropology,Designing equipment,Discuss,Discuss how anthropological knowledge of the human body may be used in designing equipment and articles of human use.,2022,15,,,
Paper I,12,Applications of Anthropology,Disputed paternity,"How, Discuss",How are the cases of disputed paternity solved? Discuss the recent techniques.,2021,15,,,
Paper I,12,Applications of Anthropology,Anthropometry,"What, Discuss",What is Anthropometry? Discuss its role in assessing and the nutritional status and sports capability of a person.,2021,15,,,
Paper I,12,Applications of Anthropology,Human genomic research,What,What are the applications of human genomic research in human welfare?,2020,15,,,
Paper I,12,Applications of Anthropology,Genetic Engineering,Short Note,Ethics and Genetic Engineering.,2020,10,,,
Paper I,12,Applications of Anthropology,Facial reconstruction,Short Note,Anthropological inputs in facial reconstruction.,2019,10,,,
Paper I,12,Applications of Anthropology,Applied human genetics,Discuss,Applied human genetics has come to touch every sphere of human life'. Discuss in light of recent advances in molecular anthropology.,2019,15,,,
Paper I,12,Applications of Anthropology,Personal identification,"What, Critically examine",What are the methods of personal identifications? Critically examine how personal identification helps in criminal investigations.,2017,20,,,
Paper I,12,Applications of Anthropology,Forensic Anthropology,Short Note,Forensic Anthropology.,2016,10,,,
Paper I,12,Applications of Anthropology,Designing equipment,Describe,Describe the role of Anthropology in designing defense and other equipment.,2016,15,,,
Paper I,12,Applications of Anthropology,DNA Technology,Short Note,DNA Technology in Medicine.,2015,10,,,
Paper I,12,Applications of Anthropology,Anthropology of sports,Elucidate,Elucidate the role of Anthropology in selecting and monitoring of sportspersons.,2015,15,,,
Paper I,12,Applications of Anthropology,Forensic Science,Discuss,Forensic Science can help in Criminal Investigations. Discuss.,2015,20,,,
Paper I,12,Applications of Anthropology,Human Osteology,Discuss,Briefly discuss the applications of the knowledge of Human Osteology in forensic investigations.,-,20,,,
Paper II,1.1,Evolution of Indian Culture,State Societies,Short Note,Origin of State Societies.,2024,10,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,Critically describe,Critically describe evidences from Rakhigarhi and its linkages to Harappan civilization.,2024,20,,,
Paper II,1.1,Evolution of Indian Culture,Paleolithic Culture,"Describe, What",Describe the important Paleolithic sites from South India with suitable examples. What is the significance of South Indian Paleolithic cultures?,2024,20,,,
Paper II,1.1,Evolution of Indian Culture,Prehistoric Art,Short Note,Prehistoric rock art from Uttarakhand.,2023,10,,,
Paper II,1.1,Evolution of Indian Culture,Archaeology,Short Note,Material culture and archaeology.,2023,10,,,
Paper II,1.1,Evolution of Indian Culture,Mesolithic Culture,Illustrate,Was Mesolithic culture the first step towards sedentary way of life? Illustrate your answer by citing suitable examples.,2023,15,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,Comment critically,Indus valley was the first settlement of the big civilization. Comment critically.,2023,15,,,
Paper II,1.1,Evolution of Indian Culture,Pit-dwellers,Short Note,Pit-dwellers of Kashmir.,2022,10,,,
Paper II,1.1,Evolution of Indian Culture,Megalithic Tradition,Make a critical appraisal,Make a critical appraisal of Megalithic tradition in India with special reference to North-East India.,2022,20,,,
Paper II,1.1,Evolution of Indian Culture,Proto-history,"Describe, Discuss",Describe briefly the proto-history of Gujarat. Discuss the significance of Gujarat proto-history in international trade.,2022,15,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,Short Note,Harappan Seals.,2021,10,,,
Paper II,1.1,Evolution of Indian Culture,Culture,Short Note,Cultural diversity and multi-culturalism.,2021,10,,,
Paper II,1.1,Evolution of Indian Culture,Upper Paleolithic,Give,Give the distribution and characteristic features of Upper Paleo-lithic culture in India.,2021,15,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,"Critically discuss, Mention",Critically discuss the origin of Indus Valley Civilization. Mention the evidences of its endogenous origin from the pre-Harappan sites.,2021,20,,,
Paper II,1.1,Evolution of Indian Culture,Neolithic Culture,Discuss,Discuss the characteristic features of Neolithic-culture in India.,2020,20,,,
Paper II,1.1,Evolution of Indian Culture,V.N. Misra,Discuss,Discuss the Contributions of V.N. Misra to archaeological anthropology in India.,2020,15,,,
Paper II,1.1,Evolution of Indian Culture,Robert Bruce Foote,Short Note,Contributions of Robert Bruce Foote to Indian archaeology.,2020,10,,,
Paper II,1.1,Evolution of Indian Culture,Aryan invasion,Short Note,Debates on Aryan invasion.,2020,10,,,
Paper II,1.1,Evolution of Indian Culture,Neolithic Culture,Short Note,Distribution of neolithic sites in India.,2020,10,,,
Paper II,1.1,Evolution of Indian Culture,Paleolithic Culture,Describe,Describe the Paleolithic culture with special reference to Soanian tradition. Indicate the problems of describe the Indian Paleolithic.,2019,20,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,What,What kind of society may be reconstructed from the archaeological evidences of Harappan culture.,2019,20,,,
Paper II,1.1,Evolution of Indian Culture,Mesolithic Culture,Examine,Examine the regional variations of Mesolithic cultures of India.,2018,20,,,
Paper II,1.1,Evolution of Indian Culture,Tribal Cultures,Explain,Explain the contribution of tribal cultures to Indian civilization.,2018,20,,,
Paper II,1.1,Evolution of Indian Culture,Neolithic Culture,Short Note,Neolithic cultures of south India.,2017,10,,,
Paper II,1.1,Evolution of Indian Culture,Chalcolithic Culture,Describe,Describe the salient features of chalcolithic cultures of the deccan.,2017,15,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,Describe,Describe various aspects of trade and religion of Harappan civilization.,2017,15,,,
Paper II,1.1,Evolution of Indian Culture,Chalcolithic Culture,Give,Give the detail appraisal of skeletal remains from chalcolithic culture of undivided Punjab.,2016,20,,,
Paper II,1.1,Evolution of Indian Culture,Mesolithic Culture,Short Note,Mesolithic findings from Belan valley.,2016,10,,,
Paper II,1.1,Evolution of Indian Culture,Paleolithic Culture,Short Note,South Indian Paleolithic.,2015,10,,,
Paper II,1.1,Evolution of Indian Culture,Prehistoric Art,Short Note,Prehistoric Rock art of central India.,2015,10,,,
Paper II,1.1,Evolution of Indian Culture,Indus Civilization,Discuss,Discuss the significance of Harappan civilization sites from India.,2015,15,,,
Paper II,1.1,Evolution of Indian Culture,Neolithic Culture,Short Note,Neolithic cultures of NE India.,2014,10,,,
Paper II,1.1,Evolution of Indian Culture,Indus Religion/Hinduism,"Describe, Discuss",Describe what is known of Harappan Religion. Have some of its elements continued into later Hinduism? Discuss.,2014,20,,,
Paper II,1.1,Evolution of Indian Culture,Mesolithic Culture,Discuss,Discuss salient features of Mesolithic culture in India with special reference to western India.,-,15,,,
Paper II,1.1,Evolution of Indian Culture,Paleolithic Culture,Discuss,Indian Paleolithic culture can neither be conceived chronologically homogenous nor as a uniform cultural phase. Discuss.,-,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Ramapithecus/Sivapithecus,Short Note,Ramapithecus-Sivapithecus debate.,2023,10,,,
Paper II,1.2,Paleo-Anthropological Evidences,Siwalik fossils,Critically examine,Siwalik deposits shows a variety of Neogene fossil primates. Critically examine.,2023,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Narmada Man,What,What are the arguments for excluding Narmada Man from Homo erectus category?,2022,10,,,
Paper II,1.2,Paleo-Anthropological Evidences,Ramapithecus,Discuss,Discuss the morphological features and phylogenetic position of Ramapithecus.,2021,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Narmada Man,Short Note,Narmada man.,2020,10,,,
Paper II,1.2,Paleo-Anthropological Evidences,Sivapithecus,Describe,Describe the salient features of Sivapithecus.,2018,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Ramapithecus,Discuss,Discuss the salient features of Ramapithecus.,2017,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Narmada Man,"Delineate, Examine",Delineate the salient characteristics of Narmada man' and examine its phylogenetic significance.,2016,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Siwalik fossils,"Describe, Examine",Describe the Paleoanthropological fossil finds from Siwalik Hills. Examine the contribution of Siwalik fossils to paleoanthropological knowledge.,2015,15,,,
Paper II,1.2,Paleo-Anthropological Evidences,Narmada Man,Describe,Describe the evolutionary significance of the fossil finds of the Narmada Basin.,2014,15,,,
Paper II,1.3,Ethno-archaeology in India,Ethnoarchaeology,Discuss,Discuss the importance of ethnoarchaeology in reconstructing the past citing Indian examples.,2020,15,,,
Paper II,1.3,Ethno-archaeology in India,Tribal Hunting,Short Note,Ethno-archaeological analysis of hunting activities of contemporary tribal communities.,2019,10,,,
Paper II,1.3,Ethno-archaeology in India,Research Strategy,Short Note,Ethno-archaeology as a research strategy.,2018,10,,,
Paper II,1.3,Ethno-archaeology in India,Ethnoarchaeology,Short Note,Ethno-archaeology.,2017,10,,,
Paper II,1.3,Ethno-archaeology in India,Art and Craft Traditions,Discuss,Discuss the relevance of art and craft traditions in the understanding of Indian archaeology.,2017,15,,,
Paper II,1.3,Ethno-archaeology in India,Hunting-gathering,Short Note,Ethno-archaeological evidences for the survival of hunting-gathering traditions.,2016,10,,,
Paper II,1.3,Ethno-archaeology in India,Indigenous Study,Discuss,Discuss the importance of the ethno-archaeological approach to the study of indigenous In India.,2014,15,,,
Paper II,2,Demographic profile of India,Population Dynamics,What,What are the demographic challenges of India's changing population dynamics in the next 50 years?,2024,15,,,
Paper II,2,Demographic profile of India,Dravidian Languages,Short Note,Dravidian languages and their subgroups.,2020,10,,,
Paper II,2,Demographic profile of India,Risley vs Sarkar,Critically compare,Critically compare Risley's and Sarkar's approaches to the classification of peoples of India.,2023,15,,,
Paper II,2,Demographic profile of India,Risley,"Describe, What",Describe the methods adopted by Sir Herbert Hope Risley in classifying Indian populations. What are the criticisms against Risley's classification?,2022,15,,,
Paper II,2,Demographic profile of India,Austroasiatic Languages,Short Note,Austroasiatic languages.,2022,10,,,
Paper II,2,Demographic profile of India,Dravidian Languages,Short Note,Dravidian languages.,2020,10,,,
Paper II,2,Demographic profile of India,Tibeto-Burman Languages,Discuss,Distribution of Tibeto-Burman group of languages in India.,-,15,,,
Paper II,2,Demographic profile of India,Population Growth,"What, Discuss",What are the various factors influencing population growth in India? Discuss.,2018,15,,,
Paper II,2,Demographic profile of India,Endangered Languages,Short Note,Endangered Languages.,2018,10,,,
Paper II,2,Demographic profile of India,Austro-Asiatic Languages,Short Note,Austro-Asiatic linguistic groups in India.,2017,10,,,
Paper II,2,Demographic profile of India,Sex-Ratio Imbalance,Give,Give your assessment of the reason for the imbalance in the sex-ratio in India.,2017,20,,,
Paper II,2,Demographic profile of India,Linguistic Elements,Short Note,Short notes on linguistic elements in Indian population.,2016,10,,,
Paper II,2,Demographic profile of India,Ethnic/Linguistic Classification,"Briefly describe, Discuss",Briefly describe the classical model of ethnic and linguistic classifications of Indian population. Discuss its relevance today.,2015,15,,,
Paper II,2,Demographic profile of India,Dravidian Languages,"Outline, Describe",Outline the distribution of Dravidian languages in India and describe their cultural significance.,2014,15,,,
Paper II,2,Demographic profile of India,Linguistic Divisions,Short Note,Major linguistic divisions of India.,2014,10,,,
Paper II,2,Demographic profile of India,H. H. Risley,Short Note,Contribution of H. H. Risley to the 'Aryan' debate.,2014,10,,,
Paper II,2,Demographic profile of India,Guha's racial classification,Discuss,Discuss the relevance of Guha's racial classification in the context of India's ethnic groups.,-,15,,,
Paper II,3.1,Traditional Indian Social System,Karma and Rebirth,Short Note,Karma and Rebirth.,2023,10,,,
Paper II,3.1,Traditional Indian Social System,Purushartha and Ashrama,Short Note,Interface between Purushartha and Ashrama.,2023,10,,,
Paper II,3.1,Traditional Indian Social System,Varna and Buddhism,Short Note,Varna and Buddhism.,2022,10,,,
Paper II,3.1,Traditional Indian Social System,Dharma vs Religion,Short Note,Dharma versus Religion.,2022,10,,,
Paper II,3.1,Traditional Indian Social System,Purushartha,Short Note,Purushartha and righteous living today.,2021,10,,,
Paper II,3.1,Traditional Indian Social System,Karma/Rebirth and Varna,Short Note,Use of karma and rebirth in justifying the varna system.,2019,10,,,
Paper II,3.1,Traditional Indian Social System,Purusharthas,Short Note,Philosophy behind Purusharthas.,"2018, 2011",10,,,
Paper II,3.1,Traditional Indian Social System,Varnashram and Rina,Short Note,Varnashram and concept of rina.,2018,10,,,
Paper II,3.2,Caste system in India,Origin Theories & Race/Class,"Discuss, Differentiate","Discuss the theories on origin of caste system and its criticism in India. Differentiate between caste, class and race.",2024,15,,,
Paper II,3.2,Caste system in India,Annihilation/Future of Caste,"Is, Discuss",Is annihilation of caste possible? Discuss the future of caste system in the light of various proactive measures taken by the Indian state.,2023,20,,,
Paper II,3.2,Caste system in India,Caste Mobility,"Is, Discuss",Is caste mobility a recent phenomenon? Discuss in the light of Indological and Empirical context.,2023,15,,,
Paper II,3.2,Caste system in India,Jajmani System,Short Note,Jajmani system: continuity and change.,2023,10,,,
Paper II,3.2,Caste system in India,B.R. Ambedkar's argument,Critically describe,Critically describe Dr. B. R. Ambedkar's argument on the origin of Indian caste system.,2022,15,,,
Paper II,3.2,Caste system in India,Tribe-Caste Continuum,Short Note,Relevance of tribe-caste Continuum,"2014, 2021",10,,,
Paper II,3.2,Caste system in India,Caste and Social Capital,Short Note,Caste and social capital.,2021,10,,,
Paper II,3.2,Caste system in India,Dominant Caste,Short Note,Concept of dominant caste.,2020,10,,,
Paper II,3.2,Caste system in India,Caste Violence,Explain,Explain the reasons of caste violence in India with suitable examples.,2020,20,,,
Paper II,3.2,Caste system in India,Characteristics of Caste,Discuss,Discuss the characteristics of caste system in India.,2020,20,,,
Paper II,3.2,Caste system in India,Jajmani and Market Economy,Short Note,The jajmani system and contemporary market economy.,2019,10,,,
Paper II,3.2,Caste system in India,Tribe-Caste Continuum,Explain,Explain the significance of tribe-caste continuum in the present context.,2018,15,,,
Paper II,3.2,Caste system in India,Stratification vs Hierarchy,Discuss,"Discuss the view that caste is not social stratification, but a system of hierarchy.",2018,15,,,
Paper II,3.2,Caste system in India,Future of Caste System,Discuss,Based on historical and contemporary evidences discuss the future of caste system in India.,2018,15,,,
Paper II,3.2,Caste system in India,Jajmani and Market Economy,Discuss,Discuss the impact of market economy on the Jajmani system.,2017,20,,,
Paper II,3.2,Caste system in India,Structural/Cultural Theories,Examine,Examine the structural and cultural cultural theories of caste system in India.,2016,20,,,
Paper II,3.2,Caste system in India,Caste in Politics,Short Note,Relevance of caste in contemporary Indian politics.,2016,10,,,
Paper II,3.2,Caste system in India,Caste Mobility & Sanskritization,"What, How",What do you understand by the dynamics of Caste mobility? How did the concept of Sanskritization contribute to its functionality?,2015,20,,,
Paper II,3.2,Caste system in India,Tribe-Caste Continuum,Critically examine,Critically examine the concept of Tribe - Caste continuum and its relevance in contemporary India.,2015,15,,,
Paper II,3.2,Caste system in India,Dominant Caste,"Define, Examine",Define the concept 'Dominant Caste' and examine its relevance in the contemporary Indian village with suitable examples.,2014,20,,,
Paper II,3.2,Caste system in India,Persistence of Caste,"Do, Critically discuss",Do you think caste persists in contemporary India? Critically discuss.,2014,15,,,
Paper II,3.2,Caste system in India,Jajmani System,"What, Examine, Give reasons",What is Jajmani system? Examine the views on Jajmani system as an egalitarian as well as exploitative system. Give reasons for its decline.,-,15,,,
Paper II,3.2,Caste system in India,Religious Minorities,Critically examine,Critically examine the prevalence of caste ideology among religious minorities in the Indian context.,-,15,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Nature-Man-Spirit Complex,Explain,Explain the impact of the concept of nature man-spirit complex on sustainable use of natural resources with suitable examples.,2021,20,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Makhan Jha & B.N. Saraswati,Critically examine,Critically examine the contributions of Makhan Jha and B. N. Saraswati to the study of sacred complexes in India.,2018,20,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Nature-Man-Spirit Complex,Short Note,Write short notes on Nature- Man- Spirit Complex.,2017,10,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Sacred Complex,Short Note,Sacred complex as a dimension of Indian civilization.,2015,10,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Sacred Complex,Describe,Describe the concept of 'Sacred Complex' with an ethnographic example.,2014,15,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Nature-Man-Spirit Complex,Examine,Examine Nature-man-spirit complex as an ecological concept.,-,15,,,
Paper II,3.3,Sacred Complex & Nature-Man-Spirit,Hindu Society,Trace,Trace the broad unifying features of traditional Hindu Society in the anthropological perspective.,-,20,,,
Paper II,3.4,Impact of Religion,Religious Pluralism,Short Note,Religious pluralism and social solidarity.,2023,10,,,
Paper II,3.4,Impact of Religion,Jainism,Discuss,Discuss the basic tenets of Jainism and it's impact on Indian society.,2023,15,,,
Paper II,3.4,Impact of Religion,Christianity,Critically examine,Critically examine Indigenisation of Christianity' in India.,2022,15,,,
Paper II,3.4,Impact of Religion,Islam,Discuss,Discuss the impact of Islam on Indian society.,2020,20,,,
Paper II,3.4,Impact of Religion,Buddhism and Jainism,Explain,Explain the impact of Buddhism and Jainism on Indian society.,2018,20,,,
Paper II,3.4,Impact of Religion,Muslims in India,Discuss,"Discuss the social, political and economic status of Muslims in India.",2017,15,,,
Paper II,3.4,Impact of Religion,Buddhism,Explain,Explain how Buddhism influenced the economic and cultural transformations of Indian society.,2017,20,,,
Paper II,3.4,Impact of Religion,Islam,Short Note,Islam and matriliny.,2015,10,,,
Paper II,3.4,Impact of Religion,Islam,Discuss,Discuss the contribution of Islam to the composite culture of India.,2014,15,,,
Paper II,4,Development of Anthropology in India,S. C. Roy,Examine,Examine the contributions of S. C. Roy in highlighting the role of customary laws in tribal life.,2021,15,,,
Paper II,4,Development of Anthropology in India,N. K. Bose,Discuss,Discuss the contributions of N. K. Bose in understanding tribal communities and their place in Indian civilization.,2021,20,,,
Paper II,4,Development of Anthropology in India,Colonial Administration,Write,Write about the role of colonial administration in the development of anthropology in India.,2019,15,,,
Paper II,4,Development of Anthropology in India,Iravati Karve and B.S. Guha,Give an account,Give an account of the contributions of Iravati Karve and B.S. Guha to the analysis of caste and race in India.,2019,20,,,
Paper II,4,Development of Anthropology in India,S. C. Roy,Discuss,Discuss the contribution of S. C Roy in the study of tribal cultures in India.,2018,15,,,
Paper II,4,Development of Anthropology in India,Nirmal Kumar Bose,Discuss,Discuss the contribution of Nirmal Kumar Bose to the understanding of Indian society.,2017,20,,,
Paper II,4,Development of Anthropology in India,M. N. Srinivas,"Discuss, Examine",Discuss the contribution of M. N. Srinivas to the study of Indian society. Examine the influence of British social anthropologists on his ideas.,2015,15,,,
Paper II,4,Development of Anthropology in India,S. C. Roy,Discuss,Discuss the contributions of S. C. Roy to understanding the tribes of India.,2014,20,,,
Paper II,4,Development of Anthropology in India,H. D. Sankalia,Discuss,Discuss the contributions of H. D. Sankalia to prehistoric anthropology in India.,-,15,,,
Paper II,4,Development of Anthropology in India,Ethnographic Tradition,Assess,Assess the contributions of early 20th century ethnographic tradition to Indian anthropology.,-,15,,,
Paper II,4,Development of Anthropology in India,S.C. Roy and Verrier Elwin,Compare,Compare the contributions of S.C. Roy and Verrier Elwin to tribal ethnographies in India.,-,20,,,
Paper II,4,Development of Anthropology in India,L. P. Vidyarthi,Write,Write a brief note on the contributions of Prof. L. P. Vidyarthi in the field of anthropology.,-,20,,,
Paper II,4,Development of Anthropology in India,Haimendorf,Discuss,Discuss the major contributions of Haimendorf to Indian Anthropology.,-,15,,,
Paper II,5.1,Indian Village,Rural Economy,Short Note,Digitisation of rural economy.,2024,10,,,
Paper II,5.1,Indian Village,Village as Little Republic,Short Note,Village as little republic.,2023,10,,,
Paper II,5.1,Indian Village,Globalisation,Elucidate,"""Globalisation, on one hand has provided opportunities and on the other hand thrown challenges to Indian villages."" Elucidate.",2022,20,,,
Paper II,5.1,Indian Village,Functionalism and Politics,Short Note,Functionalism and Politics in rural India.,2021,10,,,
Paper II,5.1,Indian Village,Structural Transformation,Explain,Explain how structural transformation in economy is affecting traditional social relationships in agrarian society.,2021,20,,,
Paper II,5.1,Indian Village,Settlement Patterns,Describe,Describe the different settlement patterns in rural India.,2020,20,,,
Paper II,5.1,Indian Village,Globalization,Discuss,Discuss the impact of globalization on Indian villages.,2020,15,,,
Paper II,5.1,Indian Village,Village Studies Theory,Identify,Identify the theoretical concepts that have emerged out of village studies in India.,2019,20,,,
Paper II,5.1,Indian Village,Panchayati Raj,Short Note,Panchayati raj as a facilitator of social change in rural society.,2019,15,,,
Paper II,5.1,Indian Village,Impact of Media,Discuss,Discuss the impact of media on the social life of Indian villages.,2019,15,,,
Paper II,5.1,Indian Village,Industrialization,Describe,Describe the impact of industrialization on the economic and social aspects of India's villages.,2019,15,,,
Paper II,5.1,Indian Village,Market Economy,Discuss,Discuss the impact of market economy on rural villages.,2018,15,,,
Paper II,5.1,Indian Village,Agrarian Social Structure,Short Note,Agrarian social structure.,2018,10,,,
Paper II,5.1,Indian Village,Little Republics,Examine,Examine the colonial administrators' view that Indian villages can be considered as little republics.,2018,15,,,
Paper II,5.1,Indian Village,Village Study Evaluation,Give,Give a critical evaluation of any one anthropological village study in India.,2017,15,,,
Paper II,5.1,Indian Village,Little/Great Traditions,Examine,Examine nature of interplay of little and great traditions in the context of globalization.,2016,15,,,
Paper II,5.1,Indian Village,Village as Social System,Explain,Explain Indian village as a social system with example.,2016,20,,,
Paper II,5.1,Indian Village,Settlement Patterns,Describe,Describe the traditional patterns of settlement of Indian villages.,2016,20,,,
Paper II,5.1,Indian Village,Village Studies,Examine,Examine the contribution of village studies towards the understanding of Indian social system.,2015,20,,,
Paper II,5.1,Indian Village,Globalization,Discuss,Discuss the impact of Globalization on Village economy in India.,2015,15,,,
Paper II,5.1,Indian Village,Economic Opportunities,Discuss,Indian farmers are not slow to react to economic opportunities. Discuss this statement.,-,15,,,
Paper II,5.1,Indian Village,S.C. Dube,Discuss,Discuss contributions of S.C. Dube towards understanding of the Indian village.,-,15,,,
Paper II,5.1,Indian Village,Village Studies,Describe,Describe the significant contributions of village studies in India to the understanding of social transformations.,-,20,,,
Paper II,5.1,Indian Village,Indian Social System,Analyze,Analyze how the village Studies contributed in understanding the Indian social system.,-,20,,,
Paper II,5.1,Indian Village,Village Studies,Discuss,Village Studies are crucial to the understanding of Indian life and culture. Discuss.,-,20,,,
Paper II,5.2,Linguistic/Religious Minorities,Syro-Malabar Christians,Short Note,Write a note on Syro-Malabar Christians.,2024,10,,,
Paper II,5.2,Linguistic/Religious Minorities,Linguistic Minorities,Short Note,Safeguards for linguistic minorities in India.,2022,10,,,
Paper II,5.2,Linguistic/Religious Minorities,Religious Minorities,Discuss,Discuss the constitutional safeguards for religious minorities in India.,2021,15,,,
Paper II,5.2,Linguistic/Religious Minorities,Religious Minorities,What,What are the social and political problems of religious minorities in India?,2020,20,,,
Paper II,5.2,Linguistic/Religious Minorities,Linguistic Minorities,Short Note,Linguistic minorities in India.,2020,10,,,
Paper II,5.2,Linguistic/Religious Minorities,Religious Minorities,Discuss,Discuss the problems faced by religious minorities in India.,2015,15,,,
Paper II,5.2,Linguistic/Religious Minorities,Political Manipulation,Comment,"""Linguistic and religious minorities are particularly vulnerable to political manipulation"". Comment.",-,15,,,
Paper II,5.3,Socio-Cultural Change,M.N. Srinivas vs L.P. Vidyarthi,Compare,Compare and contrast the approaches of M.N.Srinivas and L.P. Vidyarthi to social change in village India.,2024,15,,,
Paper II,5.3,Socio-Cultural Change,Sanskritization,Critically comment,Sanskritization is a culturally bound concept. Critically comment to assess the strength and limitation of this concept in developing a theoretical framework to study social change.,2023,20,,,
Paper II,5.3,Socio-Cultural Change,Westernisation & Modernisation,Short Note,Westernisation and Modernisation.,2022,10,,,
Paper II,5.3,Socio-Cultural Change,Ethnic Media,Short Note,Ethnic media and social awareness.,2021,10,,,
